1000 80000
888 920 2809
854 886 1865
472 826 3992
760 808 3780
765 939 2377
643 951 1364
783 866 3940
930 960 1205
988 994 3921
885 887 877
731 896 3492
907 934 1188
841 911 2569
558 949 992
645 930 2636
662 674 4947
618 826 3272
789 828 2508
784 973 4668
904 962 4064
452 727 870
784 934 1842
737 976 2126
880 965 4792
736 850 414
683 918 406
607 651 2456
539 778 2200
777 877 2526
692 827 933
789 817 665
548 893 3036
833 919 1818
856 906 1855
804 916 2209
769 893 3443
634 699 4933
483 703 568
913 936 3681
875 927 2011
641 827 4018
652 937 4977
742 890 1406
681 944 377
740 792 4851
870 927 3116
907 990 4872
873 997 4188
886 976 2223
924 948 1184
757 794 2904
754 957 459
694 986 3417
860 971 2753
856 873 9
936 972 4683
707 949 4503
856 914 3340
787 875 3677
890 919 4813
829 985 4416
642 948 4593
679 826 603
827 841 88
736 949 4665
825 974 3642
800 836 4656
936 947 1571
638 891 3554
525 727 2299
830 909 4301
828 913 3094
883 970 1244
951 968 2739
951 997 423
824 899 3921
756 811 2686
603 615 3266
852 961 1196
856 889 2820
944 976 2585
808 896 2499
940 965 548
741 890 569
903 911 3984
974 976 1652
838 881 4566
952 965 2631
654 929 3932
816 897 1627
730 817 4174
760 854 4753
893 906 119
788 814 596
663 776 3235
791 844 3119
664 965 175
550 677 3320
784 824 4541
902 946 2354
734 943 4390
706 743 2368
827 872 3798
883 939 3109
854 937 591
625 667 1842
693 851 1232
626 628 4643
721 962 259
847 998 4315
917 989 3952
859 964 3076
736 879 318
848 949 1678
796 844 1194
947 970 4580
652 899 1283
585 763 4436
821 873 1302
661 866 405
747 786 2215
840 961 2924
783 851 1401
621 873 2219
721 866 532
782 867 2213
706 749 2022
716 973 2160
750 942 2604
761 939 4706
695 776 3070
702 704 1434
865 908 3178
897 952 3453
687 933 4022
967 983 778
886 947 1323
753 800 3223
871 967 4217
668 857 4583
725 845 4642
746 836 1542
788 961 493
890 943 1090
841 918 4045
709 901 4432
733 1000 4826
768 848 1354
811 818 3610
913 917 3872
812 927 104
900 987 1443
676 881 3830
919 925 1447
849 904 1440
732 831 1091
885 969 1135
692 740 3964
866 972 3742
859 873 3381
739 904 3248
760 954 2639
815 886 77
738 777 1434
508 679 773
517 531 3946
638 998 1828
864 967 420
943 998 3672
826 867 3841
590 944 1688
745 756 2764
905 913 2491
529 695 2100
849 852 1482
947 993 4759
782 954 1663
587 775 2498
929 931 2194
661 887 1741
834 878 4381
794 999 672
776 918 3100
847 881 947
762 938 298
819 975 4667
620 725 2298
658 797 1
630 940 4760
878 924 3938
855 951 714
884 988 2477
974 990 1603
784 823 1288
850 996 3394
743 759 1425
961 989 921
620 946 3576
724 830 153
898 975 1955
630 889 4374
564 655 3913
853 900 2887
863 963 1892
838 874 3350
906 971 1084
883 930 896
780 872 884
719 904 340
411 877 1404
817 862 2140
859 963 3036
767 894 2131
795 926 4118
833 870 1267
516 663 251
930 939 1339
863 883 3312
741 768 4448
542 586 4029
619 1000 4895
651 973 935
868 960 3035
744 868 3512
859 915 4204
926 992 308
832 863 3939
611 956 1929
840 885 1948
630 915 2247
751 949 4708
706 787 4831
908 955 4436
838 925 214
828 979 3981
829 873 3886
776 970 4115
857 949 2695
913 949 1021
943 988 3023
798 935 444
815 830 2701
644 797 3736
921 937 1750
959 963 517
795 989 1968
811 994 588
905 911 757
666 670 409
971 982 1904
760 950 289
716 913 1935
833 868 2379
829 885 2858
774 806 184
922 940 3382
722 923 788
801 845 4844
668 692 3402
709 910 2681
878 884 2839
724 761 4502
976 990 2821
750 834 2400
639 764 2531
920 948 9
754 940 835
592 822 2650
703 782 4569
914 965 4077
715 988 4691
412 893 3642
861 944 1078
864 900 1197
766 871 212
814 906 3613
763 864 547
817 829 1086
660 869 3127
439 571 1695
929 980 236
856 975 985
901 918 3613
745 777 2231
692 764 3173
656 888 20
532 838 1113
622 725 4584
454 678 2595
603 998 2135
846 917 2094
812 843 401
792 908 4394
775 859 61
790 791 4060
893 981 311
889 945 4907
640 967 4354
843 953 703
770 873 3536
697 725 1849
879 978 1477
844 891 281
767 934 268
806 924 3388
842 980 2726
751 902 4498
748 988 800
653 858 3885
724 784 745
832 990 4797
857 882 667
606 827 2283
793 972 4891
881 888 2908
819 945 4341
846 849 589
922 934 140
732 786 3622
790 919 4676
793 963 2369
723 819 2142
878 892 2256
659 834 488
764 782 837
473 737 2750
854 950 4074
661 931 2578
837 858 3244
572 587 3096
853 969 1076
730 887 577
587 805 979
935 938 3551
696 992 2248
780 831 493
720 800 1716
594 677 4141
780 855 3681
740 906 2471
740 995 1779
899 963 2624
836 907 981
783 882 4800
776 954 3983
859 928 679
882 963 4127
875 929 2977
633 963 827
954 966 579
872 918 1056
665 831 4051
828 915 4358
805 861 849
850 968 1359
786 984 328
881 942 975
933 993 4334
588 854 1822
702 733 2746
858 904 1261
691 751 3804
802 850 295
869 969 323
783 874 3799
759 920 4133
691 750 2823
663 918 276
822 933 1911
755 945 3861
640 714 2314
782 852 3698
924 998 2828
954 971 277
768 788 3679
799 979 126
825 923 2040
838 857 4732
781 899 4613
736 845 3227
858 994 207
871 878 1105
950 998 2302
929 949 3701
691 940 3241
546 973 3567
725 733 499
826 890 985
607 839 970
489 792 688
754 846 4040
696 995 495
511 597 880
409 923 605
800 847 242
836 996 239
859 989 3340
689 796 1156
623 996 318
855 992 643
940 998 1325
722 908 788
662 811 803
700 882 2073
903 965 4057
856 936 2429
744 822 2667
736 907 2205
694 732 1894
775 958 1155
710 785 3638
922 998 4932
809 898 4632
743 922 3893
793 916 96
889 988 2451
876 965 1276
837 904 560
828 976 3236
708 936 1041
476 555 404
783 889 2858
878 929 4081
766 981 3338
640 765 523
779 892 1420
892 939 348
563 684 4774
793 850 1684
718 804 3271
812 814 3590
737 977 449
867 976 3278
793 866 2082
787 904 3095
711 817 3868
919 940 4307
593 736 4682
921 923 1034
741 792 4964
717 836 2721
933 941 1148
838 932 171
914 988 4914
749 874 2896
622 847 223
782 786 4415
638 739 1955
824 886 3381
952 992 3654
834 947 2291
802 931 4457
677 732 2910
602 643 4300
761 912 4768
901 971 1617
966 988 2887
731 835 1888
554 682 1349
700 850 2590
947 956 1565
609 610 460
981 991 4805
714 945 4686
820 957 361
838 843 1464
810 915 1219
538 630 4571
909 938 2535
834 910 580
888 973 2411
528 615 2933
519 794 2432
815 855 862
800 837 2339
867 994 911
701 919 1677
633 905 4321
696 761 4082
783 923 2239
922 930 4285
890 896 3463
886 888 2311
891 926 3249
861 978 544
980 989 2575
882 905 541
860 886 2974
743 960 3868
889 983 1978
665 772 2070
739 745 1033
635 759 3072
846 942 651
841 914 1678
678 866 106
757 826 1136
666 856 910
787 872 4673
729 847 1119
659 868 3360
637 910 3
876 979 4279
764 799 168
724 828 2676
587 810 3010
715 729 3502
936 966 409
683 737 2240
634 779 48
873 927 1233
966 978 2853
578 810 1915
749 870 1091
952 955 2641
756 841 4809
868 927 2177
733 886 955
861 896 1385
719 725 3951
778 889 3634
679 705 4378
683 922 3798
789 808 2197
774 972 1413
542 991 3109
867 880 2462
825 869 4597
533 981 3433
375 885 1187
727 989 2648
787 865 198
855 957 981
953 975 3541
956 967 4125
752 993 1859
777 942 2141
886 971 1327
857 953 645
711 754 1810
830 987 968
727 737 3143
610 734 3013
805 827 4487
777 807 705
850 977 3667
660 913 4551
772 886 4050
480 724 2875
797 881 1279
873 876 2827
778 982 3390
728 765 3320
698 945 1103
645 781 2517
895 969 1860
857 881 4683
910 958 578
630 679 1495
621 705 3880
621 692 517
904 921 1320
739 814 3496
632 804 1641
691 834 4717
888 924 893
681 776 2749
777 833 1031
762 834 2179
899 939 2806
738 863 2679
634 971 3800
556 877 4903
928 937 4515
886 918 413
857 954 124
820 960 3821
950 986 2110
801 972 3475
881 915 2330
677 698 3980
898 902 1636
761 830 939
724 740 2962
699 892 3335
793 912 2425
862 971 3372
764 805 12
745 859 564
690 914 4905
493 997 1424
859 980 3737
714 809 3227
635 970 1356
921 998 2498
836 964 569
725 768 1777
794 917 1929
675 946 2031
823 961 3540
884 960 3950
472 817 462
844 967 980
854 997 445
893 923 131
934 989 2487
696 926 4969
900 911 1116
930 967 936
776 821 1133
772 888 2309
694 819 1923
857 869 261
833 906 913
942 954 2874
738 913 2707
803 839 56
903 985 4106
642 799 666
853 942 863
900 961 4622
768 797 4810
863 959 4905
878 880 553
867 996 69
712 748 4600
987 997 1861
520 765 244
844 887 3953
927 928 626
648 940 1628
708 960 2539
734 900 2349
811 977 3872
686 765 3853
762 815 560
642 910 1701
898 996 1713
906 981 3762
830 849 1646
586 820 458
732 780 3168
802 967 2571
953 991 387
560 763 3838
901 908 3711
627 708 3559
743 776 2193
574 798 3592
944 945 3463
845 992 3935
905 998 604
928 986 2546
694 871 4727
935 971 3443
814 982 1313
777 871 3817
797 916 3683
723 953 3489
612 660 3684
870 872 925
883 917 3903
637 887 1739
862 895 82
565 955 474
794 990 3100
806 955 3761
944 949 2713
839 959 941
836 953 329
903 940 4950
608 621 964
679 697 2299
449 704 2206
944 999 3783
695 826 3428
923 968 4183
872 904 1501
769 773 1770
709 871 4891
829 902 1098
688 970 1075
869 975 1339
536 794 1339
652 945 4608
930 985 3190
992 993 1317
475 780 295
856 976 4288
833 970 1190
730 1000 3447
939 946 352
799 816 261
816 889 3320
639 832 4180
688 935 2754
912 995 691
652 966 1465
415 710 96
836 977 3080
515 669 2067
557 740 576
915 940 1704
663 933 1685
647 719 2339
837 988 496
642 651 4089
699 821 4268
610 619 3655
884 930 932
622 673 1291
853 875 3803
767 808 2389
815 954 4076
751 785 3503
587 994 4924
883 962 1736
838 971 1143
704 893 1655
762 977 2916
768 789 1194
678 925 1801
871 872 262
676 821 1159
720 989 1344
892 938 79
530 719 3008
535 627 3276
937 958 4105
640 949 4384
761 768 1946
437 439 892
713 822 2719
508 565 2102
765 945 1037
565 783 3721
708 814 2961
906 929 1845
806 874 4095
830 850 4813
868 931 2504
755 923 2756
915 991 1987
657 807 3065
837 938 4856
728 834 2322
783 797 746
750 979 1895
876 909 2209
647 959 1939
885 959 4826
588 724 1889
831 990 1823
601 662 2915
567 587 3854
851 942 1771
800 913 4215
603 742 2785
418 741 1126
556 562 3894
750 896 1092
978 979 4456
751 865 2560
751 829 4063
623 785 4584
940 988 4194
793 855 511
873 965 352
852 981 286
785 921 550
749 905 803
819 909 646
875 950 24
900 1000 2900
815 867 4265
666 766 4107
763 890 1324
921 951 4462
855 938 4245
760 811 2540
715 734 2197
608 908 3569
759 939 2813
872 933 3293
681 689 4431
862 872 724
796 979 1072
845 951 3763
938 960 1266
757 856 1921
843 933 1446
863 979 762
905 925 2459
747 748 3610
642 958 2649
573 579 4185
611 960 7
509 865 781
366 477 461
368 729 2691
864 891 2474
924 996 4162
879 970 1444
858 996 2639
779 866 3936
807 899 4701
895 942 1846
788 919 3962
855 893 1121
507 874 2936
548 962 943
819 898 3059
640 736 4682
742 822 3667
708 943 376
851 923 503
589 946 473
833 975 2446
914 958 3994
687 699 695
620 894 9
723 775 3141
820 838 3497
916 934 1791
915 953 3288
930 983 2029
959 988 1550
907 978 368
927 980 917
729 780 3735
763 974 2839
697 971 1912
744 975 349
956 987 4562
762 957 4643
811 934 2040
677 817 4311
943 987 1134
412 908 1760
873 928 262
761 962 2847
886 989 1207
803 900 1408
883 898 2172
749 908 3305
731 850 38
709 718 2820
632 922 265
929 937 1215
589 833 1318
903 934 559
794 932 343
694 832 844
828 991 4509
831 855 1814
854 869 3797
937 938 2929
642 972 1458
821 851 1598
710 843 4869
785 850 4895
812 836 1262
728 869 1838
801 970 2560
812 866 1775
933 985 4118
684 796 951
612 889 2617
808 934 1343
874 994 2048
930 978 3818
715 949 703
844 851 1070
657 828 3227
750 926 3672
840 876 3975
665 794 1825
693 695 4596
838 959 1528
714 882 2154
879 932 1119
544 748 1607
623 707 3932
924 983 1931
736 992 986
823 988 3194
967 969 4245
867 890 891
806 872 1703
977 993 3592
907 982 3753
904 973 2464
967 994 1880
693 780 4517
901 923 497
616 630 4243
894 960 583
717 994 1221
835 845 616
854 918 4586
786 852 342
840 868 2466
926 943 1673
659 911 3582
905 923 1325
725 827 4510
378 819 4392
841 998 621
951 980 1356
819 871 2197
729 901 3428
904 978 3578
612 628 1153
668 706 3599
814 919 1443
868 971 3899
817 990 1076
840 856 1540
531 916 1950
750 950 2787
717 879 3130
980 1000 2224
915 982 3671
595 850 1610
507 879 1391
921 939 4290
886 967 2401
907 971 2170
596 991 2646
876 980 3056
820 926 814
850 858 4611
883 891 3974
594 650 4821
928 961 1759
823 980 25
931 951 3957
591 971 1053
680 744 3223
471 990 4636
861 963 360
859 874 2336
806 975 992
476 963 2009
606 973 1023
794 981 838
804 966 115
712 993 3903
909 915 1339
805 813 4298
755 785 2170
726 747 2028
659 867 537
922 973 3866
911 948 3937
523 987 2745
717 789 4139
952 971 1014
642 778 3908
837 943 3843
607 679 2037
778 883 2294
597 895 2882
776 843 3572
697 835 2789
827 929 3417
892 972 1051
516 696 3994
755 856 4742
843 852 3187
586 646 1213
783 784 3837
799 845 727
774 962 3614
983 997 2773
791 846 1055
869 927 1936
808 830 661
717 759 1133
650 710 1047
929 935 2116
877 975 861
609 759 4384
706 890 1758
672 977 3222
754 835 3821
905 940 1830
636 843 4454
598 828 4885
788 792 4760
762 779 228
569 698 672
789 837 3793
899 984 936
716 954 619
697 757 4333
797 928 1923
632 954 2733
933 954 2605
685 811 47
668 800 3728
682 715 3958
869 903 1339
808 940 4185
979 980 1159
837 973 2575
665 694 2330
714 971 1620
808 911 3835
823 881 1428
922 964 2607
762 812 1419
907 996 1642
969 998 260
713 748 4689
893 947 2417
497 606 4215
615 692 1186
809 1000 1558
889 933 1146
663 765 4045
655 886 3008
658 810 4345
732 850 1359
893 919 2765
688 752 3701
953 959 1986
829 893 2902
951 985 2170
771 846 1353
864 926 22
792 796 42
946 956 1931
664 688 206
735 818 3504
950 975 4158
860 905 3249
721 952 3170
854 899 2608
579 710 2440
528 777 401
636 658 2522
866 925 2347
778 960 2556
655 980 2732
727 814 3936
611 778 1956
942 984 581
819 996 285
895 907 3312
797 879 3722
794 889 2068
753 999 1619
889 926 3416
931 956 321
725 765 4674
784 888 2000
664 795 4102
854 876 1869
475 716 3344
915 960 1672
935 964 807
728 732 2444
848 904 4737
673 767 2406
788 801 2564
899 940 76
842 935 3150
908 989 3172
794 993 1223
591 979 3254
861 945 2851
745 966 4586
805 995 1583
849 875 89
725 934 3440
939 961 1089
780 829 2969
622 659 3369
829 996 2891
733 977 2472
630 926 3576
651 892 1385
833 925 2291
700 943 494
888 893 4974
861 916 2230
929 946 2752
628 673 1049
886 969 4443
855 960 2086
955 982 2865
466 823 927
872 910 4492
720 736 2866
869 961 1654
878 984 875
778 996 2152
710 869 2048
886 1000 4768
827 967 530
796 993 4432
696 815 3300
892 921 557
750 770 4774
918 922 45
794 814 4727
895 953 2272
840 925 306
639 663 846
773 892 4424
690 761 1049
819 992 16
644 821 3609
568 718 2307
832 836 4497
784 966 3680
789 964 2386
779 960 759
971 999 3329
836 963 3201
711 1000 283
672 817 4149
769 962 2891
738 843 1085
792 937 3219
842 891 1517
790 971 2216
685 910 632
840 884 1649
757 850 643
524 769 140
554 875 1737
694 748 1202
798 828 2322
678 898 2791
605 624 4156
919 974 362
891 906 2623
761 813 4237
473 666 3023
865 963 695
494 869 3394
794 933 2896
591 727 1428
734 970 1604
654 800 2873
727 829 1653
752 779 2071
638 954 2229
808 893 1605
969 973 4204
886 892 480
720 815 3206
617 737 960
822 938 1828
909 977 115
825 972 201
772 864 2479
495 949 143
525 967 3174
614 659 1456
769 783 3477
874 992 769
943 962 1098
607 902 4047
580 682 2137
750 845 151
580 954 4126
622 817 3246
821 925 1529
910 970 3198
671 761 840
809 935 3054
882 980 2398
857 943 801
498 737 1725
536 606 4009
826 968 4697
851 911 2639
722 851 612
506 840 2951
898 970 1543
760 998 3243
638 949 1950
954 965 822
856 913 657
619 903 4534
589 852 3872
951 959 3297
936 989 375
777 957 1987
850 853 3732
645 762 4068
865 909 2863
724 851 2913
811 892 805
702 789 2887
804 812 1712
853 960 1070
888 930 2578
701 763 3202
700 814 1659
640 659 2
744 854 1637
876 913 328
685 860 3564
